513	when an investor makes money on a short  who loses the money 
515	financial institution wants share member break down for single member llc
517	excessive credit check from comcast
518	deposit a cheque in an alternative name into a personal bank account  australia 
520	why if change manufacturing of a product not change the price for the buyer  
521	im self employed with my own llc how should i pay myself  given my situation 
522	form 1042 s for foreign resident and owner of trade account
524	file bankruptcy  consolidate  or other options 
526	obtaining private prospectuses
527	what amount of money can a corporation spend on entertainment
528	estimated taxes fall short of tax liability — how do i pay extra online  federal and nys 
529	sole proprietorship or llc 
530	why is buying trading stock from cash not regarded as an expense  
531	does being involved in the management of a corporation make me ineligible for a workshare program 
532	do i only have to pay income tax on capital gains 
533	how to show income from paypal as export income
535	renting out rooms in my home  whats the proper way to deal with utilities for tax purposes 
536	how do i treat the income from an espp i sold now that i am a non resident alien 
537	should i keep copies of my businesss invoices for tax records 
539	my company owed taxes for many years  an accountant asked me to ignore it and register a new one is it a right thing to do 
540	tax planning for indian tds on international payments
542	tax deductions on car and or home 
544	are banks really making less profit when interest rates are low  
547	what percentage of my company should i have if i only put money 
548	is the repayment of monies loaned to my company considered income 
549	where to request ach direct debit of funds from my own personal bank account 
550	how can schwab afford to refund all my atm fees 
551	uk companies house   what can i glean from an abbreviated balance sheet 
552	how much accounting knowledge is needed to read financial statements of publicly traded companies 
553	us self employment tax  do expenses stack with the 50  se deduction 
557	us taxes and refunding returning payment
558	are there any issues with registering an llc in a foreign state 
559	challenged an apparently bogus credit card charge  what happens now 
562	what are the tax consequences if my s corporation earns money in a foreign country 
563	can limits be placed by a merchant on which currency notes are accepted as legal tender   duplicate 
567	will depositing $10k  checks each month raise red flags with the irs 
568	is issuers bank allowed to charge fee when cashing check 
569	how to invest 10k dollars  at the age of 23 
570	employer options when setting up 401k for employees
571	investment time horizon  when is it acceptable to withdraw money from investments 
572	tax rules for united states citizens living in the us but being paid from outside the us
573	estimated taxes after surge in income
574	how to reconcile a credit card that has an ongoing billing dispute 
575	income tax on international income with money not deposited in india
576	how to represent  out of pocket  purchases in general ledger journal entry 
578	what does the phrase  to make your first million  mean 
579	is it ok to use a check without a pre printed check number 
581	why would selling off some stores improve a companys value 
582	how important is reconciling accounts for a small llc  quickbooks  
583	get the maximum interest rate from a bank on short term holdings
585	following an investment guru a good idea 
586	if a stock is selling for less than book value  is the company headed for bankruptcy 
588	is there a reason to buy a 0  yield bond 
589	what are the implications of lending money to my sole member s corp 
590	are you allowed to have both a 401 k  and a simple ira  if so  what about limits 
591	foreign earned income exclusion   service vs product 
592	what is a good open source windows finance software
594	should a retail trader bother about reading sec filings
595	what should i be aware of when renting a home to a corporation instead of an individual 
596	quickbooks custom field for computing a value
597	are individual allowed to use accrual based accounting for federal income tax 
598	if i take a loss when i sell my car  can i claim a capital loss deduction on my income tax return 
600	after a stock dividend  how do you calculate holding periods for capital gains taxes 
602	what does  income generated in the us  mean 
604	is there a dollar amount that  when adding massachusetts sales tax  precisely equals $200 
605	do the activities of my llc need to be limited to a particular field 
606	deductible expenses paid with credit card  in which tax year would they fall 
607	transfering funds from india to the us
608	replacement for mintcom with a public api  
609	expensive agenda book organizer office expense or fixed asset 
610	are ach transfers between individuals possible 
612	can we amend last years schedule c to indicate reduced income due to a customer refund this year for a product we sold last year 
613	how do islamic banking give loans for housing purposes 
614	what is a clearing bank  in specific  what does rmb clearing bank do 
615	canadian accepting money electronically from americans
616	how does a value added tax  vat  differ from a sales tax 
617	changing mailing adress
618	self directed rrsp into mortgage investment
619	paying myself a distribution caused a negative owners equity account balance  is this normal 
620	is it wise to have plenty of current accounts in different banks 
621	how may cash be spent approaching bankruptcy 
622	accidentally opened a year term cd account  then realized i need the money sooner what to do 
624	ach debit blocks filters on consumer account
625	where should i invest to hedge against the stock market going down 
626	llc in states with customers with and without employees in the state
627	fatca compliance for small foreign company what do i need to do 
628	is the bankruptcy of exchange markets possible 
629	filing form 7004 if an llcs only members are husband and wife
630	what to do if my aging father is sustaining a hobby that is losing several thousand dollars every month 
632	what is the field  folio  in an accounting book for  
633	how much can you write off on a car lease through a llc 
635	how to register llc in the us from india   duplicate 
637	how can a company charge a closed credit card 
638	how long does a banks  know your customer   kyc  process typically take 
639	sage instant accounts or quickbooks 
640	asset protection  when should an individual seriously consider shielding their assets 
642	what prevents interest rates from rising 
643	sales tax licence permit   when is it required and how can i make a use of it as a non us resident selling in usa 
645	what it form to use in india 
646	can dividends be exploited 
648	how to prevent misusing my account details
649	why does the brexit cause a fall in crude oil prices  
651	why cant i short a stock that sells for less than $5  is there another way to  go short  on them 
652	tax exemption on personal loan interest component in india
653	is having a startup fund a good idea 
654	supporting a kickstarter project  should a customers pledge payment include sales tax  eg gst hst in canada 
655	are marijuana based investments promising  or just another scam 
658	does a us llc owned by a non resident alien have to pay us taxes if it operates exclusively online 
659	buying from an aggressive salesperson
663	are there any viable alternatives to paypal for a small site 
665	do i live in a state for tax purposes if my permanent home is in another state 
666	183 day rule in conjunction with expatriate
667	would i need to keep track of 1099s 
668	receiving important daily wires from abroad 
670	can you lease a secondary residential apartment for a job in nyc  and declare it as expense in tax return 
671	does the low cad positively or negatively impact canadian investors 
672	credit and debit 
673	1099 for settlement what about lawyer fees 
675	individual client or customer fining or charging a company a penalty fee
677	i am a resident alien for tax purposes can i claim exemptions from the india   us tax treaty  21  
678	loan to s corp cannot be paid back  how to deduct from personal taxes 
682	what tax free retirement accounts are available for self employed individuals 
683	how to know more about my tax situation in the states
684	beyond rrsp deductions  how does a high income earner save on taxes 
685	freelance trading of products in india
687	online tool to connect to my bank account and tell me what i spend in different categories  
689	receive credit card payment sending my customer details to a credit card processing company 
690	obtaining california sos number for out of state llc
692	can an indian citizen resident invest in a us company and collect the profits in india 
693	what would happen if the euro currency went bust 
694	how does llc ownership work in relation to us tax law 
695	s corp with straddles income
700	is a robo adviser worth the risk 
702	how do i determine if sale proceeds from an asset are taxable 
703	what tax laws apply to meetup group income 
704	self employed  putting away tax money
706	switching accountants   who does the audit review for past years 
707	how much house can i afford  waiting around 3 years or so
708	what are the tax implications if i do some work for a company for trade  rather than pay 
711	loan to son   how to get it back
712	ghana scam and direct deposit scam 
714	can anybody explain the terms  levered beta riders    equity long short  and  the quant process driven discipline  for me  please 
715	what would you do with $100k saving  
716	the formula equivalent of ebitda for personal finance 
718	whats the least risky investment for people in europe 
719	how do multi currency bank accounts work  what is the advantage 
720	what is the meaning of allowing fdi in insurance and pension funds
721	what are  upstream investments  and  downstream investments  in this context 
722	i am the sole owner of an llc does it make a difference if i file as an s corp or a sole member llc 
723	how do the wealthy pay for things 
724	as an employer  how do i start a 401k or traditional ira plan 
726	how can i import customers and invoices from a previous years gnucash file 
727	us citizen receiving bank transfer from foreign boyfriend
728	why does it take 3 days to do electronic transfers between banks   duplicate 
729	swiss style monetary policy
730	why does capital gains tax apply to long term stock holdings 
731	self assessment uk   goods and services for your own use
733	online accounting with stripe paypal transactions
734	how to handle taxes related to affiliate marketing 
736	how to categorize shared income 
738	how prudent would it be to invest  stocks equity  in businesses that are based on cash transactions 
739	why buy stock of a company instead of the holding company who has more than 99  of the stocks
740	do i have to pay taxes in the us if my online store sells to us customers even though i dont live in the us 
743	advantages of shareholder over director in new company
744	what options are available for a home loan with poor credit but a good rental history 
745	can i pay estimated taxes based on last years taxes if i anticipate more income this year 
746	multi state k 1 earnings to s corp
747	bank statements   should i retain hardcopies for tax or other official purposes  or keep digital scanned copies  
749	multiple seo companies claiming i have a past due invoice
751	self employed  but not required to pay estimated taxes 
752	are services provided to google employees taxed as income or in any way 
753	taxes due for hobbyist group buy
754	llc partnership earned income vs partnership share
755	what significant negative factors affect yahoos valuation 
758	advice on what to do with my equity 
759	child is on the way  invest for college and car fund options   opinions
761	getting a mortgage while self employed
763	what can i expect to pay when meeting my first financial planner 
764	how to systematically find sideways stocks 
765	who can i hire to calculate the value of an estate 
766	will the ex homeowner still owe money after a foreclosure 
767	is it ok to just report to 1 credit bureau instead of all 3
768	why do stocks track the price of oil  
770	the intelligent investor  northern pacific railway example
771	why is a home loan  mortgage  cheaper than gold loan 
772	is human interaction required to open a discount brokerage account 
773	transfering money from nre account in india to family member
776	can saving investing 15  of your income starting age 25  likely make you a millionaire 
777	can a zelle bank transfer be reversed or denied after credit has been added 
778	setting up a llc for two partners in different states  what should we look into 
781	what are the procedures or forms for a private loan with the sale of a vehicle 
783	does setting up a company for your own improves credibility 
784	how to account for startup costs for an llc from personal money 
785	what should i do with my freshly opened llc in california after ive moved 
786	why dont banks print their own paper money   bank notes  
787	should i use an nre or nro account to transfer money from india to the us  any reports needed 
788	whats the point of a chargeback when they just ask the merchant whether they owe money to the buyer 
789	corporate equity draw vs income
790	what happens if a bank no longer use an intermediary bank  
791	how quickly will the funds be available when depositing credit card checks 
792	are credit cards not viewed as credit until you miss one payment 
793	who buys variable annuities 
794	why does aapl trade at such low multiples 
795	can the standard deduction still apply to a traditional ira early withdrawal 
796	us tax   effectively connected income
797	my wife and i are selling a house worth $230k $260k its a rental should we use an agent  limited service listing agent  or fsbo 
798	is it cheaper to use car insurance or pay out of pocket 
799	limited liability partnership capital calculation 
800	how does a  minimum number of items to be bought  factor into break even analysis  
802	ftb sent refund check for 2011 during audit  does this really mean that whole audit is over for 2011 
803	where are the non floated groupon shares
804	i just  paid  online with a debit card with no funds what now 
805	made more than $600 company does not issue 1099 miscs enter income as general income 
806	trying to understand return on capital  joel greenblatts magic formula version 
807	my employer doesnt provide an electronic pay stub and i need one to get a car loan
808	in your 20s how much money should you have and how to properly use   manage it 
809	credit card points from refund
810	can i open a bank account in the us remotely  will i pay taxes for the money on it 
811	what is the name of inverse of synergy   finance 
812	my boss owes money but i am named on letter from debt collection agency  uk 
813	income tax and investments
814	record retention requirements for individuals in the us 
815	are investment research websites worth their premiums 
816	how do i claim hst compensation on my personal ontario income taxes 
818	legal requirements to sell design content  artwork and also freelance in india 
821	insider trading in another company 
822	is robinhood backed up by an insurance company
823	can a husband and wife who are both members of the same llc file a joint tax return 
825	i am a contractor with revenue below uks vat threshold  should i register for vat 
827	what securities is return of capital applicable to 
828	how to save money on currency conversion
829	buying a house 50 50
830	what do i need as documentation in order to pay taxes in the netherlands 
832	investment options for f1 visa students in usa
833	are american eagle $20 gold coins considered  securities   requiring dealers to be licensed to sell them as such 
834	why uk bank charges are not taken account when looking on interest for taxation 
835	how are days counted when funding a new account within 10 days
836	how do i evaluate reasonability of home improvement projects 
837	pay yourself with credit card make money with cash back  duplicate 
838	need your help and suggestion
839	once stock prices are down  where to look for good stock market deals  
840	corporate coverdell esa tax liability
842	how to transition from employee to employer 
844	where are all those unsold vehicles 
845	what are the options for a 19 year old college student who only has about $1000 
851	who maintains receipt for employee expense reimbursements 
852	dalbar  how can the average investor lose money 
853	what will my taxes be as self employed 
854	where do large corporations store their massive amounts of cash 
858	is it bad practice to invest in stocks that fluctuate by single points throughout the day 
859	any reason to keep around my account with my old  big bank 
860	boa closed my accounts and froze my funds how can i get money back besides cashiers check 
861	what are the advantages disadvantages of a self directed ira 
864	why use accounting software like quickbooks instead of excel spreadsheets 
865	do shares purchased on ftse aim move with company to other markets 
866	contribute to both a sep ira and solo roth 401 k  
867	how to protect myself against unauthorized recurring cc charges 
868	employer no longer withholds  how do i self administer 401k
869	how to move  or not move  an llc from illinois to new mexico 
870	helping my family sell their oil stocks what to buy  
872	can you deduct hobby expenses up to hobby income in canada 
873	is it acceptable to receive payment from us in indian saving bank account via paypal 
874	h r block says form 1120 not finalized  irs wont take it yet 
875	can i locate the name of an account holder by the account number and sort code   uk 
876	opening and funding an ira in three days   is this feasible 
877	how does ones personal credit history affect ones own companys credit rating 
878	simple income and expense report in gnucash
879	capital improvement and depreciation in restaurant llc
882	does the cra reprieve those who have to commute for work 
884	company is late in paying my corporate credit card statement   will it hurt my credit 
885	how long do credit cards keep working after you disappear 
886	how to declare foreign gift of nearly $10 000
887	should i pay myself a dividend or a salary 
893	can stock market gains be better protected under an llc arrangement 
895	california tells me i didnt file documents for an llc that isnt mine what do i do 
896	how do i handle taxes on a very large  gift  from my employers 
898	online return policies
899	how can i set up a recurring payment to an individual  avoiding fees  
900	how can a freelancer get a credit card   india 
901	how to teach personal reconciliation and book balancing
902	determining the minimum dividend that should be paid from my s corporation
903	can expenses for attending stockholders meetings be deducted in us income taxes 
904	how do i set up quickbooks for a small property rental company that holds its properties in separate llcs  
905	creating a limited company while still fully employed
906	best practices for managing paper receipts
907	using 2 different social security numbers
908	offshoring work and tax dilemma
909	travel expenses for an out of state rental
911	do online currency exchanges registration with the government guarantee safety and reliability 
913	declaring payments to a credit card for a shared expense
914	im thinking about selling some original artwork  when does the government start caring about sales tax and income tax and such 
915	maxing out hsa after maxing out roth ira
916	how to report a personal expense for an llc partnership paid in one year and reimbursed in another 
918	what are the costs to maintain an inc  
919	self employment alongside full time job
920	 occupation  field on irs form 1040
922	can i deduct personal loans or use them as tax  write offs  
923	mortgage or not 
925	can a high down payment on a house offset the need for proof of income 
926	the equivalent of the standing order in the internet age for the uk specifically
928	how can i determine if a fha loan refinance offer is from a reputable lender
929	freelancer  should i start a second bank account 
931	how can i judge loan availability 
932	is freelance income earned by a us citizen while living abroad subject to state income tax 
933	how can i find out how much a currency is traded  
934	can a company charge you for services never requested or received 
935	should i have more than one brokerage account 
937	can i deduct taxes for home office as a freelance computer software developer 
939	how to correct a tax return filed electronically and already approved 
941	why do sole proprietors in india generally use a current account 
942	credit card expenses showing as liabilities in quickbooks
943	why would a restaurant offer a very large cash discount 
945	paid by an american company but working from france  where should i pay taxes 
946	how does a public company turn shares into cash 
947	what are useful indexes for rapid evaluation of country investment risk 
948	how to account for personal baby sitter 
949	as a canadian  what should i invest in if im betting that the canadian real estate will crash 
950	isa trading account options for us citizens living in the uk
951	is there a resource for knowing when annual and quarterly reports are coming out  
952	where can i find out details about the actual network on which swift banking works 
953	can an f1 student working on opt with a stem extension earn unrelated self employed income from a foreign employer 
954	is there any sort of tax write off for unfulfilled pay checks 
955	help stuck in a bad first time loan 
956	cosigning   cosigner wont pay and wont give any information or transfer asset
957	how can i withdraw money from my llc 
961	how do i keep an s corporation open when it has no revenues
962	how can someone invest in areas that require you to be an accredited investor  without qualifying as an accredited investor  
966	uk resident exploring freelance work for a swiss company
967	overseas foreign earned income  can i take the home office deduction for a home office based outside the united states 
968	100  ownership and 30  profit to sale director
969	be a partner  cto or just a freelancer 
971	how effective are hotel condos for investment properties 
972	how is my employer affected if i have expensive claims on my group health insurance 
973	how do i pay my estimated income tax 
975	using a forex platform to actually change money 
977	how to send money across borders physically and inexpensively  but not via cash 
978	how does a tax exemption for an action   penalty for inaction 
980	how to store funds generated through fx trading
981	2016  usa banks with low no fee for incoming overseas usd wire transfers  
983	opening offshore account from uk 
984	how do i report this cash bonus tip on income tax return 
985	401 k  not fully vested at time of acquisition
986	gnucash  reimbursable expenses paid by credit card
987	how do i resolve free fillable tax form error f1040 524 01 
988	where should i invest my savings 
989	why doesnt graham consider gold as an investment 
991	gift tax and llc with foreign partners
995	how to calculate s corporation distribution from past k 1s 
1001	what suggested supplemental income opportunities exist for a 70 year old canadian retiree 
1003	the difference between islamic banks and western banks
1012	filling balance sheet in itr4 for freelancers
1019	lump sum investing vs dollar cost averaging  as a long term investor 
1022	figuring out if i receive us income 
1028	tax implications   first 2 family rental property
1029	sep ira doing 1099 work on the side of a w2 employee job
1030	what taxes are involved for llc in georgia 
1031	how to get information about historical stock option prices for a defunct company 
1032	reason for  qualified  buyer requirements to exercise stock options rights spun off from parent company 
1041	whats the appropriate way to signify an s corp 
1043	what should i consider when i try to invest my money today for a larger immediate income stream that will secure my retirement 
1044	ceo entitlement from share ownership 
1046	how did bill gates actually make his money 
1055	how do online referal systems work 
1064	foreign currency conversion for international visitors to ecommerce web site 
1072	as a sole proprietor can i charge a fee for being paid by check or card
1073	equity or alternative compensation in an llc 
1074	how common is  pass through  health insurance  
1075	how do you compare the sales of a company like coca cola against another company like jpmorgan chase to figure out the best investment opportunity 
1077	why dont banks allow more control over credit debit card charges 
1078	how to receive packages pseudonymously 
1079	how do  held  amounts appear on statements and affect balances of traditional credit cards 
1083	can a custodian refuse prior year ira hsa deposit postmarked april 15 
1084	insurance for a house which is not homeowners insurance 
1085	how do disputed debts work on credit reports 
1086	should withheld income tax be included as income 
1087	being a 1099 for a company i part own 
1090	need a formula to determine monthly payments received at time t if im reinvesting my returns
1092	what are the advantages of paying off a mortgage quickly 
1093	ballpark salary equivalent today of  healthcare benefits  in the us 
1094	how to get a grip on finance  
1098	hired with w 9  will i owe estimated tax quarterly 
1099	how should one refuse to father in law  chinese  when he wants to borrow money  
1100	combined annual contribution limits for individuals  duplicate 
1102	offered a job  should i go as consultant   independent contractor  or employee 
1103	what happens when a non us citizen whos been making money from the us moves to the us 
1104	how do you declare an interest free loan 
1105	avoiding sin stock  does it make a difference 
1106	save money in company for next year
1107	what are stock indexed funds and how do they lower taxes 
1108	canadian in california   filing taxes as a non resident
1109	schedule c  where to deduct service fees on income 
1110	recourse with credit card company after victimized by fraud 
1111	options on the e mini s p 500 futures at the cme  whats the expiry date of the underlying future 
1113	if the former owner of my home is still using the address  can it harm me 
1114	primary residence converted to a rental property   tax implications
1115	administrator vs broker vs custodian for a solo 401 k  
1116	faster degree with debt or slower degree with no debt 
1118	appropriate model for deferred costs as a line of credit
1119	can i deduct the cost of software and or computer that i need to do my job 
1121	what is the correct answer for percent change when the start amount is zero dollars $0 
1122	what is the tax levied against stock portion cashed out of 401k 
1123	should i have to pay income tax on contribution to home office rent from company 
1126	how much total salary to allocate to defer $17 500 to 401 k  
1127	is this reply promising a money order and cashier check a scam 
1128	can i just file a 1040 es 
1129	what standards should i expect of my cpa when an error was made 
1130	self employed individual 401k self  match  and profit sharing contribution limits 
1131	do i qualify for a personal 401 k plan 
1133	how to avoid maintenance fee when balance drops below minimum 
1134	how do i account for 100 percent vendor discounts in gnucash 265
1135	ebay account and sim cards sent to my address
1136	can self employed individuals deduct their mileage spent commuting to events 
1137	what should i look at before investing in a start up 
1139	auto loan  must make x payments before payoff
1140	contributing to a roth ira while income tax filing status is  married filing separately  
1141	considerations for holding short term reserves 
1142	how to pay myself as a single person corporation in ontario  should i get an accountant 
1146	dec 31 accounting for s corp   what to do with loss 
1147	does borrowing from my 401 k  make sense in my specific circumstance 
1148	would it make sense to buy a rental property as an llc and not in my own name 
1149	how to open a mega money market account without an ssn 
1150	how are the best way to make and save money at 22 years old
1153	strategy to minimize taxes due to unpaid wages 
1154	what can i do with  stale  checks  can i deposit cash them 
1156	taxes and withholding on unpaid salary
1157	personal taxes for shopify   paypal shop 
1158	if i had no income due to a net operating loss  will i be refunded the social security and medicare taxes withheld 
1160	received mysterious k 1 form  seeking answers
1161	magazine subscription leads to unauthorized recurring payment
1162	should rented software be included on my llcs balance sheet 
1163	how to allocate profit and loss in partnership where one partners activities are profitable and the others arent  
1164	pattern day trade rule
1165	deducting hobby expenses on my federal income taxes 
1166	how to invest a small guaranteed monthly income 
1167	dealing with form 1099
1169	scammer wants details and credentials for my empty   unused bank account what could go wrong 
1170	why is mortgage interest deductible in the usa for a house you live in 
1171	chase bank not breaking large bills for non account holders
1177	investment strategy for a 20 year old with about 30k in bank account
1178	if you buy something and sell it later on the same day  how do you calculate investment 
1181	can my own corporation deduct my expenses even if i am a full time employee 
1185	can per diem deductions include family travel  meals and housing 
1188	how to start investing for an immigrant 
1189	why is tax being paid on my salary multiple times 
1194	tax implications of corporate housing
1196	what risks are there acting as a broker between paypal and electronic bank transfers 
1197	setting up general ledger tax reporting for a real estate rental llc in gnucash
1198	what are the consequences of irs  reclassification  on both employer and employee 
1199	get tax deduction for expensive car expense
1204	what is the relationship between the earnings of a company and its stock price 
1210	company payment card
1215	us foreign owned llc that owes no income tax   do i have to file anything 
1224	calculating the cost of waiting longer for money
1232	friend was brainwashed by mlm  ponzi investment scam what can i do 
1244	how to handle capital gains on a virginia individual income tax return
1246	how to invest with a low net worth
1248	income and taxes with subcontracting 
1249	how can i get a wholesaler id number 
1253	start a holding company  
1258	can you depreciate assets differently between federal  state  and local 
1264	the best credit card for people who pay their balance off every month
1265	personal asset protection   how to protect asset against a deficiency judgement 
1266	how should i handle taxes for minecraft server donations 
1271	how much taxes do corporations have to pay on dividends they receive from other companies 
1272	how to select a bank based on availability in two areas 
1273	can i default on my private student loans if i was an international student 
1278	why do 10 year old luxury cars lose so much value 
1279	automatic extension online filing request gets denied w  code r0000 052 01   why 
1281	how ftb and irs find mistakes in amended tax returns  are their processes reliable 
1283	vat and duties payable when importing personal goods from switzerland and the channel islands to the eu 
1284	tax consequences when foreign currency changes in value
1285	when is the right time to buy a car and or a house 
1291	s corp partnership startup how to pay owners with minimal profit 
1293	when are payroll taxes due in the us 
1295	risks associated with investing in dividend paying stocks for short term income alternatives 
1296	can i negotiate a credit card settlement by stopping payments 
1297	why arent there solutions for electronic itemized receipt for retail in store purchases  
1298	assessing risk  and identifying scams in alternative investments
1299	safe method of paying for a gym membership 
1301	repairs to a house in order to rent it that were paid by the beneficiary  but is still owned by a trust
1302	economics of buy to let  investment  flats
1303	work as a contractor for my current employer rather than become a full time employee after my graduation for health insurance continued coverage
1304	fastest way to move usd to eur 
1305	how to minimize damage from sale of savings account
1306	i made an investment with a company that contacted me  was it safe 
1307	old cancelled cards
1308	how to avoid tax when taking a windfall in small chunks 
1309	why does flagstar bank harass you about payments within grace period 
1310	is is possible to take a mortgage using bitcoin as collateral  
1311	reconciling transactions reimbursing myself for expenses as self employed  uk 
1312	is being a landlord a good idea  is there a lot of risk 
1313	are account holders with a bank better able to receive a loan from that bank  
1315	what is your effective tax rate if you work from home in montreal for a company in toronto 
1320	as a total beginner  how do i begin to understand finance   stocks 
1322	is this follow up after a car crash a potential scam 
1323	a friend wants to use my account for a wire transfer is this a scam or is it legitimate 
1324	avoid capital gains on rental
1325	how far do i go with a mortgage approval process when shopping around 
1327	official bank check
1328	economics  negative consumer sentiment following failure to upsell
1329	investing in a offshore bank account
1330	should i finance rental property or own outright 
1332	how to start personal finances 
1337	what options exist to make money in the us on a work restricted visa 
1339	is threatening to close the account a good way to negotiate with the bank 
1342	how to keep control of shared expenses inside marriage 
